Distance,Delta_Growth_Mean,Delta_Growth_Mean_Null,Delta_Growth_SE,Delta_Growth_SE_Null
920,0.0286993383,0.0091435077,0.002946862,0.0004471113
921,0.0287474211,0.0091472213,0.0029469448,0.0004467832
922,0.0287604973,0.0091553123,0.0029468505,0.0004470464
923,0.0287064023,0.0091554224,0.0029472764,0.0004470575
924,0.0286984639,0.0091525603,0.0029469611,0.00044692
925,0.0287203807,0.0091491905,0.0029472497,0.0004467644
926,0.028737107,0.0091457502,0.0029472124,0.0004465579
927,0.0289036565,0.0091542042,0.0029495783,0.0004464086
928,0.0289226589,0.009151729,0.0029505222,0.0004463793
929,0.0289236937,0.0091437151,0.0029505266,0.0004458264
930,0.0289797886,0.0091429067,0.002951301,0.0004457858
931,0.029039896,0.0091415206,0.0029511974,0.000445734
932,0.0291216147,0.009170906,0.0029517355,0.0004460919
933,0.0290754841,0.0091709313,0.0029519274,0.0004461181
934,0.0295444113,0.0091790468,0.0030548935,0.0004460232
935,0.0296701859,0.0091906992,0.0030555203,0.0004461041
936,0.0296839947,0.0091962912,0.0030554199,0.0004459516
937,0.0296819145,0.0091947753,0.003055321,0.0004458828
938,0.029540962,0.009193371,0.0030482484,0.0004458373
939,0.0296357679,0.0091937306,0.0030488095,0.0004458668
940,0.0297113162,0.009218594,0.0030494145,0.0004457206
941,0.0296952733,0.0092243379,0.0030493029,0.0004455935
942,0.0302548932,0.0092562754,0.0031301034,0.0004460933
943,0.0303122824,0.0092705308,0.0031299788,0.0004471261
944,0.0303352738,0.0093022139,0.0031299095,0.000447603
945,0.0303267955,0.0092887596,0.0031299726,0.0004471153
946,0.0303267702,0.009286236,0.0031299767,0.0004469898
947,0.0303557205,0.0092852148,0.0031305903,0.000446944
948,0.0302965389,0.0092982415,0.0031298737,0.000447079
949,0.0302963045,0.0092960422,0.0031298791,0.000446999
950,0.0302953728,0.0092959552,0.0031298793,0.0004470184
951,0.0303477393,0.0092946584,0.0031299968,0.0004469657
952,0.0303654825,0.0092976,0.0031313383,0.0004467191
953,0.0303588318,0.0092917686,0.0031304428,0.0004465237
954,0.0303845328,0.0092905775,0.0031303167,0.0004464637
955,0.0303234435,0.0092904652,0.0031301364,0.0004464719
956,0.0303413913,0.0092711651,0.0031296588,0.0004455208
957,0.0304072449,0.0093184202,0.0031299948,0.0004471305
958,0.0318568334,0.0093163745,0.003285637,0.0004470721
959,0.0326558892,0.0093159675,0.0033988485,0.000446722
960,0.0327800359,0.0093951964,0.0033989381,0.0004474968
961,0.0324275371,0.0094289427,0.0033326908,0.0004480633
962,0.032371215,0.0094248279,0.0033038859,0.0004477115
963,0.0323429621,0.0094315655,0.0033035264,0.0004476448
964,0.0332437716,0.0094302279,0.0033973634,0.0004476003
965,0.0332783016,0.0094283712,0.0033971731,0.0004474748
966,0.0332949657,0.0094273808,0.0033977511,0.0004474358
967,0.0333044964,0.0094271175,0.0033978145,0.0004474254
968,0.0338971169,0.0094247593,0.0034440419,0.0004473495
969,0.0339996358,0.0094340169,0.0034440659,0.000447333
970,0.0341661742,0.0094330972,0.00344606,0.0004473064
971,0.0343936877,0.0094452799,0.0034512926,0.0004474001
972,0.0343699367,0.0094440572,0.0034513913,0.0004473456
973,0.03436968,0.0094263402,0.0034514941,0.0004465303
974,0.0343727913,0.0094221592,0.0034568526,0.0004462801
975,0.0344231299,0.00942086,0.0034566171,0.0004462347
976,0.0347696762,0.0094512803,0.0034675598,0.0004466364
977,0.034750822,0.0094582526,0.0034665668,0.0004465577
978,0.0347509386,0.0094639272,0.0034665668,0.0004464342
979,0.0348532491,0.009505821,0.0034666443,0.0004469622
980,0.0348617522,0.0095011607,0.0034668061,0.0004467764
981,0.0348416287,0.0094988354,0.0034662843,0.0004465924
982,0.0349192672,0.009498135,0.0034663741,0.0004465834
983,0.0350068991,0.009496733,0.0034661586,0.0004465141
984,0.0351016716,0.0095039436,0.0034659526,0.0004467249
985,0.0351343025,0.009501413,0.0034662811,0.0004465524
986,0.0351364723,0.0094997051,0.0034662648,0.0004465139
987,0.035457725,0.0094981773,0.0034757638,0.0004464497
988,0.0358154122,0.0095036065,0.0034957196,0.0004463271
989,0.0351758913,0.009503271,0.0034338287,0.0004463085
990,0.0351936402,0.0095065053,0.0034337052,0.0004460156
991,0.0352400717,0.0095058308,0.0034336775,0.000445978
992,0.035255602,0.0094993165,0.0034335204,0.0004455056
993,0.0352458567,0.0095271374,0.003433129,0.0004457537
994,0.0351855568,0.0095244894,0.0034331111,0.0004456416
995,0.0351837325,0.0095096956,0.0034331014,0.0004450957
996,0.0355206605,0.0095085748,0.0034436201,0.0004449992
997,0.0352694174,0.0095324537,0.0034383422,0.0004458951
998,0.0351696952,0.0095268212,0.0034376514,0.0004453929
999,0.0351166401,0.0095263712,0.0034376374,0.0004453679
1000,0.0351728498,0.0095251188,0.0034374053,0.0004453046
